,0.651239819,,,,,,1790375482,,,,6453.343891,33722.50679,,95759.18373
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/17 1:38,0.501,0,97.744,1.754,0,0,1798340608,91791360,3348987904,3150802944,5703,4530,0,122880
2019/10/17 1:38,0.251,0.251,99.248,0.251,0,0,1798340608,91791360,3348987904,3150802944,7107,3661,0,40960
2019/10/17 1:38,0.501,0.251,99.248,0,0,0,1798488064,91791360,3349000192,3150643200,4428,3169,0,8192
2019/10/17 1:38,0.501,0.251,99.248,0,0,0,1798483968,91791360,3349004288,3150643200,7118,7979,0,0
2019/10/17 1:38,0.501,0.251,99.248,0,0,0,1798483968,91791360,3349004288,3150643200,3302,1745,0,0
2019/10/17 1:38,0.501,0.251,99.248,0,0,0,1798483968,91791360,3349004288,3150643200,3979,2369,0,0
2019/10/17 1:38,0.251,0.251,98.747,0.752,0,0,1798483968,91791360,3349004288,3150643200,4738,8453,0,73728
2019/10/17 1:38,0.251,0.251,99.497,0,0,0,1798451200,91791360,3349004288,3150675968,3178,1935,0,57344
2019/10/17 1:38,0.251,0.251,99.499,0,0,0,1798434816,91791360,3349004288,3150692352,3311,2481,0,0
2019/10/17 1:38,0.251,0.251,99.497,0,0,0,1798307840,91791360,3349004288,3150819328,3657,1853,0,0
2019/10/17 1:38,0.251,0,99.749,0,0,0,1798307840,91791360,3349004288,3150819328,5277,3138,0,24576
2019/10/17 1:38,0.748,0.499,98.753,0,0,0,1798434816,91791360,3349004288,3150692352,3904,2187,0,0
2019/10/17 1:38,0.253,0,99.495,0.253,0,0,1798430720,91791360,3349008384,3150692352,4265,2528,0,57344
2019/10/17 1:38,0.251,0.251,99.499,0,0,0,1798385664,91791360,3349012480,3150733312,3310,1935,0,0
2019/10/17 1:38,0.752,0.251,98.997,0,0,0,1798385664,91791360,3349012480,3150733312,3155,1745,0,0
2019/10/17 1:38,0.501,0.251,99.248,0,0,0,1798385664,91791360,3349012480,3150733312,4630,2530,0,8192
2019/10/17 1:38,0.251,0.251,99.499,0,0,0,1798385664,91791360,3349012480,3150733312,3112,1760,0,0
2019/10/17 1:38,0.5,0.25,98.75,0.5,0,0,1798385664,91791360,3349012480,3150733312,3525,1854,0,81920
2019/10/17 1:38,0.752,0.501,98.747,0,0,0,1798381568,91791360,3349016576,3150733312,26973,14804,0,221184
2019/10/17 1:38,0.754,0,99.246,0,0,0,1798242304,91791360,3349028864,3150860288,3689,2010,0,8192
2019/10/17 1:38,4.75,1,94,0,0,0.25,1798533120,91791360,3349032960,3150565376,29338,661642,0,172032
2019/10/17 1:38,0.503,0.251,99.246,0,0,0,1798807552,91791360,3349053440,3150270464,6279,12127,0,0
2019/10/17 1:38,0.501,0.251,98.246,1.003,0,0,1798807552,91791360,3349053440,3150270464,2033,918,0,81920
2019/10/17 1:38,0.5,0.25,99.25,0,0,0,1798807552,91791360,3349053440,3150270464,5820,4716,0,0
2019/10/17 1:39,0.503,0.251,99.246,0,0,0,1798807552,91791360,3349053440,3150270464,8798,4861,0,40960
2019/10/17 1:39,0.501,0.251,99.248,0,0,0,1798942720,91791360,3349061632,3150127104,4743,3511,0,0
