,0.600205298,,,,,,1780447761,,,,,25638.66225,,113891.4121
2019/10/16 23:25,0.501,0.251,98.747,0.501,0,0,1731776512,91774976,3333742592,3232628736,5535,6767,0,40960
2019/10/16 23:25,0.252,0,99.748,0,0,0,1731776512,91774976,3333742592,3232628736,3148,1781,0,24576
2019/10/16 23:25,1.003,0.501,98.496,0,0,0,1731776512,91774976,3333742592,3232628736,3674,1869,0,0
2019/10/16 23:25,0.501,0,99.499,0,0,0,1731776512,91774976,3333742592,3232628736,3129,1745,0,0
2019/10/16 23:25,0.251,0.251,99.497,0,0,0,1731776512,91774976,3333742592,3232628736,3130,1745,0,0
2019/10/16 23:25,0.501,0.251,99.248,0,0,0,1731776512,91774976,3333742592,3232628736,4627,2530,0,8192
2019/10/16 23:25,0.251,0,99.497,0.251,0,0,1731776512,91774976,3333742592,3232628736,3129,1761,0,491520
2019/10/16 23:25,0.251,0.251,99.499,0,0,0,1731776512,91774976,3333742592,3232628736,3130,1761,0,0
2019/10/16 23:25,0.5,0.5,99,0,0,0,1731776512,91774976,3333742592,3232628736,3848,1961,0,0
2019/10/16 23:25,0.754,0.503,98.744,0,0,0,1731776512,91774976,3333742592,3232628736,26022,15605,0,229376
2019/10/16 23:25,0.75,0.25,99,0,0,0,1731764224,91774976,3333754880,3232628736,3828,1959,0,0
2019/10/16 23:25,8.861,1.013,90.127,0,0,0,1760976896,91774976,3333758976,3203411968,25709,662937,0,188416
2019/10/16 23:25,0.752,0.251,98.747,0.251,0,0,1760849920,91774976,3333775360,3203522560,5334,11397,0,49152
2019/10/16 23:25,0.251,0.251,99.499,0,0,0,1760849920,91774976,3333775360,3203522560,4304,2356,0,0
2019/10/16 23:25,0.501,0.251,99.248,0,0,0,1760849920,91774976,3333775360,3203522560,4094,3378,0,0
2019/10/16 23:25,0.503,0.251,99.246,0,0,0,1762816000,91774976,3333779456,3201552384,7714,4257,0,40960
2019/10/16 23:25,0.501,0.251,99.248,0,0,0,1762828288,91774976,3333783552,3201536000,4201,2642,0,10797056
2019/10/16 23:25,0.503,0.251,98.241,1.005,0,0,1762963456,91774976,3333791744,3201392640,7113,8584,0,221184
2019/10/16 23:25,0.251,0.251,99.499,0,0,0,1762963456,91774976,3333791744,3201392640,3489,1761,0,0
2019/10/16 23:25,0.252,0,99.748,0,0,0,1762963456,91774976,3333791744,3201392640,4223,4613,0,0
2019/10/16 23:25,0.251,0.251,99.499,0,0,0,1762963456,91774976,3333791744,3201392640,3935,3402,0,0
2019/10/16 23:25,0.251,0,99.749,0,0,0,1762963456,91774976,3333791744,3201392640,3188,1811,0,8192
2019/10/16 23:25,0.251,0.251,98.492,1.005,0,0,1762914304,91774976,3333791744,3201441792,3638,2025,0,57344
2019/10/16 23:25,0.5,0.25,99.25,0,0,0,1762914304,91774976,3333791744,3201441792,5231,2947,0,16384
2019/10/16 23:25,0.501,0.251,99.248,0,0,0,1762783232,91774976,3333795840,3201568768,3912,2187,0,0
2019/10/16 23:25,0.501,0.251,99.248,0,0,0,1762779136,91774976,3333799936,3201568768,5530,6767,0,0
2019/10/16 23:25,0.503,0.251,99.246,0,0,0,1762762752,91774976,3333799936,3201585152,3685,1873,0,16384
2019/10/16 23:25,0.754,0.251,98.995,0,0,0,1762746368,91774976,3333799936,3201601536,6959,3942,0,32768
2019/10/16 23:25,0.501,0.501,98.246,0.501,0,0.251,1762480128,91774976,3333812224,3201855488,23253,13070,0,303104
2019/10/16 23:25,0.5,0.25,99,0.25,0,0,1762476032,91774976,3333816320,3201855488,5102,3071,0,8192
2019/10/16 23:25,4.523,1.005,94.472,0,0,0,1788182528,91774976,3333832704,3176132608,27397,672082,0,172032
2019/10/16 23:25,0.251,0,99.749,0,0,0,1788194816,91774976,3333836800,3176116224,2034,2374,0,24576
2019/10/16 23:25,0.5,0.25,99.25,0,0,0,1788194816,91774976,3333836800,3176116224,5494,3472,0,0
2019/10/16 23:25,0.501,0.251,98.747,0.501,0,0,1788334080,91774976,3333840896,3175972864,2903,2786,0,73728
2019/10/16 23:25,1.008,0,98.992,0,0,0,1788350464,91774976,3333840896,3175956480,8120,4320,0,40960
2019/10/16 23:25,0.501,0.251,99.248,0,0,0,1788358656,91774976,3333849088,3175940096,5420,4000,0,0
2019/10/16 23:25,0.251,0.251,99.497,0,0,0,1788354560,91774976,3333853184,3175940096,6150,7482,0,0
2019/10/16 23:25,0.75,0.25,99,0,0,0,1788354560,91774976,3333853184,3175940096,3303,1746,0,0
2019/10/16 23:26,0.75,0.25,98.75,0.25,0,0,1788354560,91774976,3333853184,3175940096,7261,10360,0,8192
2019/10/16 23:26,0.504,0.252,98.992,0.252,0,0,1788526592,91774976,3333857280,3175763968,3244,1790,0,106496
2019/10/16 23:26,0.75,0.25,99,0,0,0,1788493824,91774976,3333857280,3175796736,3377,2068,0,0
2019/10/16 23:26,0.251,0.251,99.497,0,0,0,1788477440,91774976,3333857280,3175813120,3699,1852,0,0
2019/10/16 23:26,0.5,0.25,99.25,0,0,0,1790574592,91774976,3333857280,3173715968,3112,1832,0,0
2019/10/16 23:26,0.251,0.251,99.497,0,0,0,1790558208,91774976,3333857280,3173732352,3245,1878,0,0
2019/10/16 23:26,0.501,0.251,98.496,0.752,0,0,1790525440,91774976,3333857280,3173765120,6602,3557,0,65536
2019/10/16 23:26,0.503,0,99.497,0,0,0,1790377984,91774976,3333861376,3173908480,3371,2043,0,0
2019/10/16 23:26,0.501,0.251,99.248,0,0,0,1790251008,91774976,3333861376,3174035456,3805,2198,0,360448
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1790251008,91774976,3333861376,3174035456,3657,2260,0,0
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1790251008,91774976,3333861376,3174035456,3130,1847,0,0
2019/10/16 23:26,0.505,0,98.99,0.505,0,0,1790210048,91774976,3333861376,3174076416,3113,1848,0,98304
2019/10/16 23:26,0,0.251,99.749,0,0,0,1790210048,91774976,3333861376,3174076416,3657,1868,0,0
2019/10/16 23:26,0.251,0.501,99.248,0,0,0,1790205952,91774976,3333865472,3174076416,4085,2422,0,32768
2019/10/16 23:26,0.501,0,99.499,0,0,0,1790205952,91774976,3333865472,3174076416,3113,1762,0,0
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1790205952,91774976,3333865472,3174076416,3657,1852,0,0
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1790205952,91774976,3333865472,3174076416,3244,1811,0,0
2019/10/16 23:26,0.754,0.503,97.99,0.754,0,0,1790205952,91774976,3333865472,3174076416,27083,15729,0,286720
2019/10/16 23:26,0.501,0,99.499,0,0,0,1790062592,91774976,3333881856,3174203392,4316,2110,0,49152
2019/10/16 23:26,6.015,1.253,92.231,0.251,0,0.251,1797222400,91774976,3333881856,3167043584,30251,676246,0,172032
2019/10/16 23:26,0.251,0,99.749,0,0,0,1797320704,91774976,3333902336,3166924800,2034,2374,0,0
2019/10/16 23:26,0.5,0.25,99.25,0,0,0,1797320704,91774976,3333902336,3166924800,4914,2447,0,0
2019/10/16 23:26,0.5,0.5,98.75,0.25,0,0,1797320704,91774976,3333902336,3166924800,5458,4484,0,81920
2019/10/16 23:26,0.252,0,99.748,0,0,0,1797316608,91774976,3333906432,3166924800,6647,3605,0,65536
2019/10/16 23:26,1.003,0.251,98.747,0,0,0,1797332992,91774976,3333906432,3166908416,5135,4048,0,0
2019/10/16 23:26,0.5,0.25,99.25,0,0,0,1797341184,91774976,3333914624,3166892032,6163,7331,0,0
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1797341184,91774976,3333914624,3166892032,3290,1745,0,0
2019/10/16 23:26,0.251,0.251,99.497,0,0,0,1797341184,91774976,3333914624,3166892032,5607,9082,0,0
2019/10/16 23:26,0.251,0.251,98.997,0.501,0,0,1797341184,91774976,3333914624,3166892032,3112,1745,0,40960
2019/10/16 23:26,0.5,0.25,99.25,0,0,0,1797197824,91774976,3333914624,3167035392,3377,2025,0,0
2019/10/16 23:26,0.251,0.503,99.246,0,0,0,1797165056,91774976,3333914624,3167068160,3657,1853,0,0
2019/10/16 23:26,0.503,0,99.497,0,0,0,1797292032,91774976,3333914624,3166941184,3112,1745,0,0
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1797292032,91774976,3333914624,3166941184,3113,1745,0,0
2019/10/16 23:26,0.503,0.251,98.995,0.251,0,0,1797292032,91774976,3333914624,3166941184,6406,3206,0,131072
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1797271552,91774976,3333918720,3166957568,3603,2077,0,0
2019/10/16 23:26,0.501,0.251,99.248,0,0,0,1797128192,91774976,3333918720,3167100928,3225,1882,0,0
2019/10/16 23:26,0.503,0.251,99.246,0,0,0,1797128192,91774976,3333918720,3167100928,5526,6837,0,0
2019/10/16 23:26,0.501,0.251,99.248,0,0,0,1797128192,91774976,3333918720,3167100928,3130,1745,0,0
2019/10/16 23:26,0.501,0.251,99.248,0,0,0,1797128192,91774976,3333918720,3167100928,3113,1745,0,106496
2019/10/16 23:26,0,0.251,99.246,0.503,0,0,1797120000,91774976,3333918720,3167109120,3657,1681,0,73728
2019/10/16 23:26,0.501,0.251,99.248,0,0,0,1797120000,91774976,3333918720,3167109120,4085,2966,0,8192
2019/10/16 23:26,0.501,0.251,99.248,0,0,0,1797120000,91774976,3333918720,3167109120,3113,1761,0,0
2019/10/16 23:26,0,0.252,99.748,0,0,0,1797120000,91774976,3333918720,3167109120,3657,1853,0,0
2019/10/16 23:26,0.503,0,99.497,0,0,0,1797111808,91774976,3333918720,3167117312,3244,1811,0,163840
2019/10/16 23:26,1,0.5,98.25,0.25,0,0,1797111808,91774976,3333918720,3167117312,27255,15188,0,237568
2019/10/16 23:26,0.253,0,99.495,0.253,0,0,1797095424,91774976,3333935104,3167117312,4181,2298,0,98304
2019/10/16 23:26,4.774,1.005,94.221,0,0,0,1797644288,91774976,3333959680,3166543872,29511,677132,0,163840
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1797644288,91774976,3333959680,3166543872,2034,935,0,0
2019/10/16 23:26,0.5,0.25,99.25,0,0,0,1797517312,91774976,3333959680,3166670848,5784,4598,0,0
2019/10/16 23:26,0.752,0.501,98.496,0.251,0,0,1797513216,91774976,3333963776,3166670848,6910,3550,0,49152
2019/10/16 23:26,0.253,0,99.242,0.505,0,0,1797529600,91774976,3333963776,3166654464,4312,2442,0,73728
2019/10/16 23:26,0.501,0.251,99.248,0,0,0,1797529600,91774976,3333963776,3166654464,7997,9229,0,0
2019/10/16 23:26,0.251,0.251,99.499,0,0,0,1797668864,91774976,3333967872,3166511104,3302,1879,0,0
2019/10/16 23:26,0.5,0.25,99.25,0,0,0,1797664768,91774976,3333971968,3166511104,4389,4338,0,40960
2019/10/16 23:26,1,0.5,98.25,0,0,0.25,1798000640,91774976,3333971968,3166175232,4507,6635,0,0
2019/10/16 23:26,0.251,0.251,99.497,0,0,0,1798209536,91774976,3333976064,3165962240,3112,1745,0,0
2019/10/16 23:26,0.251,0.251,98.995,0.503,0,0,1798049792,91774976,3333976064,3166121984,3377,2010,0,57344
2019/10/16 23:26,0.251,0.251,99.497,0,0,0,1798033408,91774976,3333976064,3166138368,3657,1868,0,0
2019/10/16 23:26,0.5,0.5,99,0,0,0,1797906432,91774976,3333976064,3166265344,3112,1745,0,8192
2019/10/16 23:26,0.501,0.251,99.248,0,0,0,1797906432,91774976,3333976064,3166265344,5265,3014,0,16384
2019/10/16 23:27,0.503,0.251,99.246,0,0,0,1797885952,91774976,3333980160,3166281728,4457,1969,0,0
2019/10/16 23:27,0.251,0.501,98.747,0.501,0,0,1797853184,91774976,3333980160,3166314496,3923,2369,0,81920
2019/10/16 23:27,0.504,0,99.496,0,0,0,1797832704,91774976,3333984256,3166330880,4940,6703,0,0
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797697536,91774976,3333984256,3166466048,3675,2397,0,0
2019/10/16 23:27,0,0.252,99.748,0,0,0,1797562368,91774976,3333984256,3166601216,3112,1745,0,0
2019/10/16 23:27,0.503,0.251,99.246,0,0,0,1797537792,91774976,3333984256,3166625792,3113,1745,0,0
2019/10/16 23:27,0.5,0.25,99.25,0,0,0,1797537792,91774976,3333984256,3166625792,3657,1853,0,0
2019/10/16 23:27,0.252,0.252,98.992,0.504,0,0,1797529600,91774976,3333984256,3166633984,4085,2422,0,40960
2019/10/16 23:27,0.75,0.5,98.75,0,0,0,1797529600,91774976,3333984256,3166633984,3113,1761,0,114688
2019/10/16 23:27,0.251,0.251,99.497,0,0,0,1797529600,91774976,3333984256,3166633984,3831,1977,0,0
2019/10/16 23:27,0,0.251,99.749,0,0,0,1797529600,91774976,3333984256,3166633984,3758,2636,0,8192
2019/10/16 23:27,0.752,0.251,98.747,0.251,0,0,1797521408,91774976,3333992448,3166633984,25974,14080,0,221184
2019/10/16 23:27,3.759,0.752,94.737,0.501,0,0.251,1797533696,91774976,3333996544,3166617600,31367,676909,0,270336
2019/10/16 23:27,0.251,0.251,99.499,0,0,0,1797435392,91774976,3334017024,3166695424,2033,2373,0,24576
2019/10/16 23:27,0.252,0.252,99.496,0,0,0,1797435392,91774976,3334017024,3166695424,4370,2356,0,0
2019/10/16 23:27,0.251,0.503,99.246,0,0,0,1797435392,91774976,3334017024,3166695424,5289,4014,0,16384
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797304320,91774976,3334021120,3166822400,6577,3459,0,24576
2019/10/16 23:27,0.503,0.251,98.995,0.251,0,0,1797443584,91774976,3334025216,3166679040,4447,2940,0,65536
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797443584,91774976,3334025216,3166679040,7802,8922,0,147456
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797582848,91774976,3334029312,3166535680,3112,1926,0,0
2019/10/16 23:27,0.251,0.251,99.499,0,0,0,1797578752,91774976,3334033408,3166535680,5239,9076,0,0
2019/10/16 23:27,0.5,0.25,99.25,0,0,0,1797705728,91774976,3334033408,3166408704,3657,1853,0,0
2019/10/16 23:27,0.251,0.251,99.499,0,0,0,1797705728,91774976,3334033408,3166408704,3376,2009,0,0
2019/10/16 23:27,0.503,0,99.246,0.251,0,0,1797656576,91774976,3334033408,3166457856,3113,1745,0,114688
2019/10/16 23:27,0.251,0.251,99.499,0,0,0,1797656576,91774976,3334033408,3166457856,3657,1869,0,0
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797656576,91774976,3334033408,3166457856,3112,1847,0,0
2019/10/16 23:27,0.503,0.251,99.246,0,0,0,1797529600,91774976,3334033408,3166584832,5324,3519,0,16384
2019/10/16 23:27,0.251,0.251,99.497,0,0,0,1797382144,91774976,3334037504,3166728192,4254,2119,0,0
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797382144,91774976,3334037504,3166728192,3869,2219,0,0
2019/10/16 23:27,0.25,0.25,99,0.5,0,0,1797361664,91774976,3334041600,3166744576,4940,6730,0,40960
2019/10/16 23:27,0.75,0.5,98.75,0,0,0,1797361664,91774976,3334041600,3166744576,3675,1869,0,0
2019/10/16 23:27,0.251,0.251,99.499,0,0,0,1797341184,91774976,3334045696,3166760960,3112,1745,0,0
2019/10/16 23:27,0.251,0,99.749,0,0,0,1797341184,91774976,3334045696,3166760960,3113,1745,0,0
2019/10/16 23:27,0.251,0.251,99.497,0,0,0,1797341184,91774976,3334045696,3166760960,4629,2530,0,16384
2019/10/16 23:27,0.501,0.251,98.747,0.501,0,0,1797214208,91774976,3334045696,3166887936,3112,1761,0,49152
2019/10/16 23:27,0.25,0.25,99.5,0,0,0,1797214208,91774976,3334045696,3166887936,3113,1761,0,0
2019/10/16 23:27,0.252,0,99.748,0,0,0,1797214208,91774976,3334045696,3166887936,3789,1919,0,0
2019/10/16 23:27,0.754,0.503,98.744,0,0,0,1797210112,91774976,3334049792,3166887936,26774,15117,0,229376
2019/10/16 23:27,2.01,0.251,97.739,0,0,0,1797197824,91774976,3334062080,3166887936,10661,6809,0,147456
2019/10/16 23:27,2.256,0.752,96.742,0.251,0,0,1797746688,91774976,3334078464,3166322688,21515,668823,0,172032
2019/10/16 23:27,0.251,0.251,98.997,0.501,0,0,1797619712,91774976,3334078464,3166449664,2033,1108,0,98304
2019/10/16 23:27,0.504,0,99.496,0,0,0,1797619712,91774976,3334078464,3166449664,5240,4180,0,0
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797615616,91774976,3334082560,3166449664,7502,3611,0,40960
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797758976,91774976,3334082560,3166306304,5470,4013,0,16384
2019/10/16 23:27,0.252,0.252,99.496,0,0,0,1797767168,91774976,3334090752,3166289920,6397,7967,0,0
2019/10/16 23:27,0.251,0.251,98.995,0.503,0,0,1797640192,91774976,3334090752,3166416896,4023,1853,0,65536
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797640192,91774976,3334090752,3166416896,4212,4353,0,0
2019/10/16 23:27,0.501,0.251,99.248,0,0,0,1797640192,91774976,3334090752,3166416896,3963,6382,0,0
2019/10/16 23:27,0.503,0.251,99.246,0,0,0,1797640192,91774976,3334090752,3166416896,3723,2028,0,0
2019/10/16 23:27,0.752,0.251,98.997,0,0,0,1797591040,91774976,3334090752,3166466048,3310,2464,0,0
2019/10/16 23:27,0.251,0.501,99.248,0,0,0,1797591040,91774976,3334090752,3166466048,3113,1745,0,0
2019/10/16 23:27,0.251,0.251,98.997,0.501,0,0,1797591040,91774976,3334090752,3166466048,3657,1853,0,57344
2019/10/16 23:27,0.503,0,99.497,0,0,0,1797591040,91774976,3334090752,3166466048,3112,1761,0,0
2019/10/16 23:27,0.251,0.251,99.248,0,0,0.251,1797447680,91774976,3334090752,3166609408,5014,3021,0,188416
2019/10/16 23:27,0.75,0.25,99,0,0,0,1797423104,91774976,3334098944,3166625792,4580,2361,0,0
2019/10/16 23:27,0.503,0.251,99.246,0,0,0,1797283840,91774976,3334103040,3166760960,5518,6769,0,0
2019/10/16 23:27,0.752,0.251,98.997,0,0,0,1797283840,91774976,3334103040,3166760960,3131,1765,0,0
2019/10/16 23:27,0.252,0.252,99.244,0.252,0,0,1797283840,91774976,3334103040,3166760960,3747,1943,0,81920
2019/10/16 23:27,0.251,0.251,99.497,0,0,0,1797283840,91774976,3334103040,3166760960,3112,1761,0,0
2019/10/16 23:27,0.251,0.501,99.248,0,0,0,1797283840,91774976,3334103040,3166760960,3113,1745,0,0
2019/10/16 23:28,0.251,0.251,99.248,0.251,0,0,1797283840,91774976,3334103040,3166760960,4631,2530,0,8192
2019/10/16 23:28,0.251,0.251,99.499,0,0,0,1797283840,91774976,3334103040,3166760960,3112,1761,0,0
2019/10/16 23:28,0.501,0.251,99.248,0,0,0,1797283840,91774976,3334103040,3166760960,3113,1745,0,0
2019/10/16 23:28,0.252,0,99.496,0.252,0,0,1797283840,91774976,3334103040,3166760960,4202,2028,0,57344
2019/10/16 23:28,0.756,0.252,98.992,0,0,0,1797275648,91774976,3334111232,3166760960,26181,14865,0,229376
2019/10/16 23:28,0.5,0.5,99,0,0,0,1797124096,91774976,3334119424,3166904320,3823,2068,0,8192
2019/10/16 23:28,5.038,0.504,94.207,0.252,0,0,1797378048,91774976,3334119424,3166650368,27159,666931,0,163840
2019/10/16 23:28,0.501,0.251,99.248,0,0,0,1797545984,91774976,3334144000,3166457856,4992,10934,0,0
2019/10/16 23:28,0.503,0.251,98.995,0.251,0,0,1797545984,91774976,3334144000,3166457856,4304,2296,0,253952
2019/10/16 23:28,0.251,0.251,99.497,0,0,0,1797545984,91774976,3334144000,3166457856,3514,2912,0,0
2019/10/16 23:28,0.752,0.251,98.997,0,0,0,1797545984,91774976,3334144000,3166457856,8927,5069,0,49152
2019/10/16 23:28,0.752,0.251,98.997,0,0,0,1797566464,91774976,3334156288,3166425088,4771,3766,0,0
2019/10/16 23:28,0.252,0.252,99.496,0,0,0,1797566464,91774976,3334156288,3166425088,6536,8185,0,0
2019/10/16 23:28,0.5,0.25,99.25,0,0,0,1797439488,91774976,3334156288,3166552064,3496,1745,0,24576
2019/10/16 23:28,0.251,0.251,98.496,0.752,0,0.251,1797439488,91774976,3334156288,3166552064,5080,7553,0,81920
2019/10/16 23:28,0.501,0.251,99.248,0,0,0,1797439488,91774976,3334156288,3166552064,3717,3345,0,0
2019/10/16 23:28,0.501,0.251,99.248,0,0,0,1797439488,91774976,3334156288,3166552064,3262,1943,0,0
2019/10/16 23:28,0.251,0.251,99.497,0,0,0,1797390336,91774976,3334156288,3166601216,3263,1811,0,0
2019/10/16 23:28,0.501,0.251,99.248,0,0,0,1797263360,91774976,3334156288,3166728192,5941,3106,0,16384
2019/10/16 23:28,0.251,0,99.749,0,0,0,1797263360,91774976,3334156288,3166728192,3902,2011,0,0
2019/10/16 23:28,0.501,0.501,98.496,0.501,0,0,1797263360,91774976,3334156288,3166728192,3691,2021,0,40960
2019/10/16 23:28,0.251,0.251,99.497,0,0,0,1797242880,91774976,3334160384,3166744576,5568,6945,0,0
2019/10/16 23:28,0.251,0.251,99.499,0,0,0,1797226496,91774976,3334160384,3166760960,3280,1811,0,0
2019/10/16 23:28,0.501,0.251,99.248,0,0,0,1797091328,91774976,3334160384,3166896128,3131,1745,0,49152
2019/10/16 23:28,0.251,0.251,99.497,0,0,0,1797091328,91774976,3334160384,3166896128,4635,2546,0,8192
2019/10/16 23:28,0.501,0.251,99.248,0,0,0,1797091328,91774976,3334160384,3166896128,4342,2766,0,8192
2019/10/16 23:28,0.503,0.251,98.995,0.251,0,0,1797091328,91774976,3334160384,3166896128,3711,1861,0,49152
2019/10/16 23:28,0.752,0.501,98.496,0.251,0,0,1797083136,91774976,3334160384,3166904320,26083,13770,0,221184
2019/10/16 23:28,0.754,0.503,98.744,0,0,0,1577721856,91774976,3328933888,3391492096,9431,5589,0,139264
2019/10/16 23:28,0.25,0.25,99.5,0,0,0,1577811968,91774976,3328888832,3391447040,1996,934,0,0
2019/10/16 23:28,0.501,0.251,99.248,0,0,0,1577615360,91774976,3328860160,3391672320,2540,1026,0,0
2019/10/16 23:28,0,0,99.496,0.504,0,0,1577615360,91774976,3328860160,3391672320,2127,1114,0,278528
2019/10/16 23:28,0.249,0.499,99.252,0,0,0,1577607168,91774976,3328860160,3391680512,1996,1087,0,0
2019/10/16 23:28,0.501,0,99.499,0,0,0,1577607168,91774976,3328860160,3391680512,3363,1957,0,0
2019/10/16 23:28,0.251,0,99.749,0,0,0,1577492480,91774976,3328864256,3391791104,2076,1678,0,0
2019/10/16 23:28,0.25,0.25,99.5,0,0,0,1577476096,91774976,3328864256,3391807488,2030,1462,0,0
2019/10/16 23:28,0,0.251,99.749,0,0,0,1577472000,91774976,3328868352,3391807488,2502,1026,0,0
2019/10/16 23:28,0.25,0.25,99.25,0.25,0,0,1577472000,91774976,3328868352,3391807488,1957,918,0,32768
2019/10/16 23:28,0,0.251,99.749,0,0,0,1577472000,91774976,3328868352,3391807488,1958,934,0,81920
2019/10/16 23:28,0,0,100,0,0,0,1577455616,91774976,3328868352,3391823872,2502,1042,0,0
2019/10/16 23:28,0.499,0.249,98.254,0.998,0,0,1577455616,91774976,3328868352,3391823872,1957,918,0,204800
2019/10/16 23:28,0,0,100,0,0,0,1577439232,91774976,3328868352,3391840256,1958,934,0,0
2019/10/16 23:28,0.251,0.251,99.499,0,0,0,1577439232,91774976,3328868352,3391840256,2502,1026,0,0
2019/10/16 23:28,0.5,0.25,99.25,0,0,0,1577439232,91774976,3328868352,3391840256,1957,918,0,16384
2019/10/16 23:28,0.251,0.251,99.499,0,0,0,1577287680,91774976,3328868352,3391991808,2024,1066,0,0
2019/10/16 23:28,0.501,0.752,98.747,0,0,0,1577861120,91774976,3328868352,3391418368,2887,1410,0,0
2019/10/16 23:28,0.251,0.251,98.997,0.501,0,0,1577988096,91774976,3328868352,3391291392,1957,960,0,73728
2019/10/16 23:28,0.252,0,99.748,0,0,0,1576935424,91774976,3328872448,3392339968,1958,934,0,0
