,0.608238411,,,,,,1780178157,,,,,25510.47682,,115140.4141
2019/10/17 1:07,0.5,0.25,99.25,0,0,0,1730428928,91787264,3345494016,3222212608,5154,6744,0,0
2019/10/17 1:07,0.251,0.251,99.497,0,0,0,1730428928,91787264,3345494016,3222212608,2646,1679,0,0
2019/10/17 1:07,0.5,0.5,98.5,0.5,0,0,1730428928,91787264,3345494016,3222212608,4218,1962,0,40960
2019/10/17 1:07,0.251,0.251,99.499,0,0,0,1730428928,91787264,3345494016,3222212608,3129,1760,0,0
2019/10/17 1:07,0.251,0.251,99.497,0,0,0,1730428928,91787264,3345494016,3222212608,2586,1637,0,0
2019/10/17 1:07,0.5,0.25,99.25,0,0,0,1730412544,91787264,3345494016,3222228992,5171,2639,0,8192
2019/10/17 1:07,0.251,0.251,99.497,0,0,0,1730412544,91787264,3345494016,3222228992,3129,1760,0,0
2019/10/17 1:07,0.251,0.251,99.499,0,0,0,1730412544,91787264,3345494016,3222228992,2718,1703,0,0
2019/10/17 1:07,0.501,0.251,98.997,0.251,0,0,1730412544,91787264,3345494016,3222228992,4218,1962,0,32768
2019/10/17 1:07,0.752,0.501,98.496,0.251,0,0,1730408448,91787264,3345498112,3222228992,26495,15740,0,229376
2019/10/17 1:07,0.501,0.251,99.248,0,0,0,1730396160,91787264,3345510400,3222228992,3377,1960,0,8192
2019/10/17 1:07,8.04,1.005,90.704,0,0,0.251,1759858688,91787264,3345526784,3192750080,29811,676848,0,172032
2019/10/17 1:07,0.501,0.501,98.997,0,0,0,1761951744,91787264,3345530880,3190652928,2614,1480,0,10674176
2019/10/17 1:07,0.251,0.251,99.499,0,0,0,1761951744,91787264,3345530880,3190652928,4696,4072,0,0
2019/10/17 1:07,0.754,0,98.492,0.754,0,0,1761951744,91787264,3345530880,3190652928,5693,3364,0,212992
2019/10/17 1:07,0.498,0.498,98.756,0.249,0,0,1762086912,91787264,3345539072,3190509568,5646,2500,0,8192
2019/10/17 1:07,0.503,0.251,99.246,0,0,0,1762086912,91787264,3345539072,3190509568,7122,9011,0,0
2019/10/17 1:07,0.251,0.251,99.499,0,0,0,1762095104,91787264,3345547264,3190493184,4467,2084,0,172032
2019/10/17 1:07,0.501,0,99.499,0,0,0,1762095104,91787264,3345547264,3190493184,3298,1760,0,0
2019/10/17 1:07,0.251,0.251,98.995,0.503,0,0,1762095104,91787264,3345547264,3190493184,3947,5778,0,106496
2019/10/17 1:07,0.251,0.251,99.499,0,0,0,1762095104,91787264,3345547264,3190493184,4211,1978,0,0
2019/10/17 1:07,0.503,0.251,99.246,0,0,0,1761918976,91787264,3345547264,3190669312,3386,2008,0,0
2019/10/17 1:07,0.5,0.5,99,0,0,0,1761918976,91787264,3345547264,3190669312,4136,2790,0,466944
2019/10/17 1:07,0.251,0.251,99.499,0,0,0,1761918976,91787264,3345547264,3190669312,5525,2186,0,0
2019/10/17 1:07,0.501,0.251,99.248,0,0,0,1761918976,91787264,3345547264,3190669312,3843,2204,0,0
2019/10/17 1:07,0.5,0.5,98.75,0.25,0,0,1761898496,91787264,3345551360,3190685696,2541,1936,0,57344
2019/10/17 1:07,0.504,0,99.496,0,0,0,1761890304,91787264,3345551360,3190693888,4427,2175,0,0
2019/10/17 1:07,0.5,0.25,99.25,0,0,0,1761873920,91787264,3345551360,3190710272,3122,1745,0,8192
2019/10/17 1:07,0.756,0.252,98.992,0,0,0,1761869824,91787264,3345555456,3190710272,26383,15133,0,245760
2019/10/17 1:07,0.503,0.251,99.246,0,0,0,1761861632,91787264,3345563648,3190710272,4789,2218,0,8192
2019/10/17 1:07,4.02,1.005,94.221,0.754,0,0,1786945536,91787264,3345567744,3165622272,20210,559616,0,262144
2019/10/17 1:07,1.003,0.251,98.496,0,0,0.251,1789145088,91787264,3345584128,3163406336,8364,113293,0,16384
2019/10/17 1:07,0.251,0.251,99.497,0,0,0,1789284352,91787264,3345588224,3163262976,3122,1939,0,0
2019/10/17 1:07,0.5,0.25,99.25,0,0,0,1789284352,91787264,3345588224,3163262976,5005,4043,0,0
2019/10/17 1:07,0.503,0.251,99.246,0,0,0,1789157376,91787264,3345588224,3163389952,4272,2317,0,32768
2019/10/17 1:07,2.01,0.754,97.236,0,0,0,1795461120,91787264,3345592320,3157082112,8724,4961,0,49152
2019/10/17 1:07,0.501,0,98.997,0.501,0,0,1795596288,91787264,3345600512,3156938752,4784,3466,0,8192
2019/10/17 1:07,0.501,0.251,99.248,0,0,0,1795596288,91787264,3345600512,3156938752,4208,6021,0,0
2019/10/17 1:07,0.252,0,99.748,0,0,0,1795596288,91787264,3345600512,3156938752,4201,2136,0,0
2019/10/17 1:07,0.251,0.501,99.248,0,0,0,1795596288,91787264,3345600512,3156938752,5044,8975,0,0
2019/10/17 1:07,0.5,0.25,99.25,0,0,0,1795596288,91787264,3345600512,3156938752,2635,1703,0,0
2019/10/17 1:07,0.252,0.252,99.244,0.252,0,0,1795563520,91787264,3345600512,3156971520,4399,2160,0,40960
2019/10/17 1:07,0.501,0,99.499,0,0,0,1795547136,91787264,3345600512,3156987904,3112,1760,0,65536
2019/10/17 1:07,0.251,0.251,99.497,0,0,0,1795403776,91787264,3345600512,3157131264,2569,1653,0,0
2019/10/17 1:07,0.503,0.251,99.246,0,0,0,1795403776,91787264,3345600512,3157131264,4201,1962,0,0
2019/10/17 1:07,0.501,0.251,98.997,0.251,0,0,1795387392,91787264,3345600512,3157147648,5372,3129,0,16384
2019/10/17 1:07,0.5,0.5,99,0,0,0,1795231744,91787264,3345604608,3157299200,2861,1803,0,0
2019/10/17 1:07,0.252,0.252,99.244,0.252,0,0,1795227648,91787264,3345608704,3157299200,5485,2883,0,188416
2019/10/17 1:07,0.501,0.251,99.248,0,0,0,1795354624,91787264,3345608704,3157172224,3196,1772,0,0
2019/10/17 1:07,0.752,0.251,98.747,0,0,0.251,1795350528,91787264,3345612800,3157172224,2569,1637,0,0
2019/10/17 1:07,0.501,0.251,99.248,0,0,0,1795350528,91787264,3345612800,3157172224,4201,1962,0,0
2019/10/17 1:07,0.251,0.251,99.497,0,0,0,1795350528,91787264,3345612800,3157172224,3112,1744,0,0
2019/10/17 1:07,0.251,0.251,98.997,0.501,0,0,1795223552,91787264,3345612800,3157299200,3543,2314,0,139264
2019/10/17 1:07,0.5,0.25,99.25,0,0,0,1795223552,91787264,3345612800,3157299200,4201,1978,0,0
2019/10/17 1:07,0.503,0.251,99.246,0,0,0,1795215360,91787264,3345612800,3157307392,3112,1744,0,0
2019/10/17 1:07,0.251,0,99.749,0,0,0,1795244032,91787264,3345616896,3157274624,2701,2247,0,0
2019/10/17 1:07,1.746,0.499,97.506,0.249,0,0,1795203072,91787264,3345625088,3157307392,27550,15171,0,229376
2019/10/17 1:07,0.252,0,98.992,0.756,0,0,1795194880,91787264,3345633280,3157307392,3771,2002,0,196608
2019/10/17 1:07,5.542,1.008,93.451,0,0,0,1796124672,91787264,3345641472,3156369408,29010,674493,0,172032
2019/10/17 1:07,0.503,0,99.497,0,0,0,1796132864,91787264,3345649664,3156353024,3702,2963,0,0
2019/10/17 1:08,1.003,0.251,98.747,0,0,0,1796182016,91787264,3345657856,3156295680,7382,4716,0,57344
2019/10/17 1:08,0.501,0.251,99.248,0,0,0,1796308992,91787264,3345657856,3156168704,4399,3941,0,24576
2019/10/17 1:08,1.005,0.251,98.744,0,0,0,1796308992,91787264,3345657856,3156168704,7352,3510,0,16384
2019/10/17 1:08,0.5,0.5,98.5,0.5,0,0,1796321280,91787264,3345661952,3156152320,5625,4661,0,73728
2019/10/17 1:08,0.501,0,99.499,0,0,0,1796460544,91787264,3345666048,3156008960,4784,6394,0,0
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1796444160,91787264,3345666048,3156025344,4575,2529,0,0
2019/10/17 1:08,0.501,0.251,99.248,0,0,0,1796317184,91787264,3345666048,3156152320,5064,9081,0,0
2019/10/17 1:08,0.251,0.501,99.248,0,0,0,1796317184,91787264,3345666048,3156152320,2569,1637,0,0
2019/10/17 1:08,0.501,0,99.248,0.251,0,0,1796300800,91787264,3345666048,3156168704,4465,2226,0,32768
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1796141056,91787264,3345666048,3156328448,3112,1760,0,0
2019/10/17 1:08,0.251,0,99.749,0,0,0,1795997696,91787264,3345666048,3156471808,2611,1679,0,0
2019/10/17 1:08,0.251,0.251,99.497,0,0,0,1795997696,91787264,3345666048,3156471808,4201,1962,0,0
2019/10/17 1:08,0.498,0.249,98.756,0.249,0,0.249,1795997696,91787264,3345666048,3156471808,5387,2997,0,65536
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1795850240,91787264,3345670144,3156615168,2846,1935,0,0
2019/10/17 1:08,0.251,0.251,98.995,0.503,0,0,1795682304,91787264,3345670144,3156783104,5389,2691,0,49152
2019/10/17 1:08,0.503,0,99.497,0,0,0,1795682304,91787264,3345670144,3156783104,3196,1772,0,0
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1795682304,91787264,3345670144,3156783104,2569,1637,0,0
2019/10/17 1:08,0.25,0.25,99.5,0,0,0,1795682304,91787264,3345670144,3156783104,4201,1962,0,139264
2019/10/17 1:08,0.251,0,99.749,0,0,0,1795801088,91787264,3345670144,3156664320,3112,2288,0,0
2019/10/17 1:08,0,0.501,98.997,0.501,0,0,1795801088,91787264,3345670144,3156664320,3543,2314,0,90112
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1795801088,91787264,3345670144,3156664320,4201,1978,0,0
2019/10/17 1:08,0.501,0.251,99.248,0,0,0,1795801088,91787264,3345670144,3156664320,3112,1744,0,0
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1795801088,91787264,3345670144,3156664320,2701,1703,0,40960
2019/10/17 1:08,0.504,0.252,99.244,0,0,0,1795657728,91787264,3345686528,3156791296,28287,15287,0,237568
2019/10/17 1:08,1.763,0.504,97.733,0,0,0,1796108288,91787264,3345690624,3156336640,18136,560522,0,98304
2019/10/17 1:08,3.008,0.501,95.99,0.501,0,0,1796198400,91787264,3345711104,3156226048,14679,118078,0,155648
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1796198400,91787264,3345711104,3156226048,3122,1325,0,0
2019/10/17 1:08,0.251,0.251,99.248,0,0,0.251,1796206592,91787264,3345711104,3156217856,5239,4319,0,0
2019/10/17 1:08,0.503,0.251,99.246,0,0,0,1796202496,91787264,3345715200,3156217856,6372,3450,0,49152
2019/10/17 1:08,0.752,0.251,98.997,0,0,0,1796341760,91787264,3345719296,3156074496,6427,3957,0,0
2019/10/17 1:08,0.754,0,98.744,0.503,0,0,1796345856,91787264,3345731584,3156058112,6396,6580,0,49152
2019/10/17 1:08,0.5,0.25,99.25,0,0,0,1796345856,91787264,3345731584,3156058112,2935,3092,0,0
2019/10/17 1:08,0.251,0.251,99.497,0,0,0,1796345856,91787264,3345731584,3156058112,4201,2092,0,106496
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1796345856,91787264,3345731584,3156058112,5172,9031,0,0
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1796345856,91787264,3345731584,3156058112,2635,1746,0,0
2019/10/17 1:08,0.5,0.25,99,0.25,0,0,1796169728,91787264,3345731584,3156234240,4399,2117,0,73728
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1796042752,91787264,3345731584,3156361216,3112,1760,0,0
2019/10/17 1:08,0.5,0.25,99.25,0,0,0,1796042752,91787264,3345731584,3156361216,2569,1637,0,0
2019/10/17 1:08,0.251,0.251,99.497,0,0,0,1796042752,91787264,3345731584,3156361216,4201,1962,0,0
2019/10/17 1:08,0.504,0.252,99.244,0,0,0,1796026368,91787264,3345731584,3156377600,4998,3020,0,16384
2019/10/17 1:08,0.752,0,99.248,0,0,0,1796009984,91787264,3345731584,3156393984,2993,2088,0,0
2019/10/17 1:08,0.251,0.251,98.997,0.501,0,0,1796005888,91787264,3345735680,3156393984,7242,7735,0,40960
2019/10/17 1:08,0.503,0.251,99.246,0,0,0,1795997696,91787264,3345735680,3156402176,3130,1780,0,32768
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1795997696,91787264,3345735680,3156402176,2569,1653,0,0
2019/10/17 1:08,0.252,0,99.748,0,0,0,1795997696,91787264,3345735680,3156402176,4201,1962,0,0
2019/10/17 1:08,0.499,0.499,99.002,0,0,0,1795997696,91787264,3345735680,3156402176,3112,1744,0,0
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1795997696,91787264,3345735680,3156402176,3542,2314,0,8192
2019/10/17 1:08,0.251,0.251,99.246,0.251,0,0,1795997696,91787264,3345735680,3156402176,4201,1978,0,163840
2019/10/17 1:08,0.251,0,99.749,0,0,0,1795997696,91787264,3345735680,3156402176,3112,1760,0,0
2019/10/17 1:08,0.501,0.501,98.997,0,0,0,1796014080,91787264,3345735680,3156385792,2749,1757,0,0
2019/10/17 1:08,1.003,0.251,98.496,0.251,0,0,1795985408,91787264,3345747968,3156402176,27647,15172,0,229376
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1795981312,91787264,3345752064,3156402176,3903,2067,0,8192
2019/10/17 1:08,4.261,0.752,93.985,1.003,0,0,1796284416,91787264,3345760256,3156090880,30356,676422,0,360448
2019/10/17 1:08,0.252,0,99.748,0,0,0,1796149248,91787264,3345768448,3156217856,3122,2590,0,0
2019/10/17 1:08,0.501,0.251,99.248,0,0,0,1796149248,91787264,3345768448,3156217856,4883,2973,0,0
2019/10/17 1:08,0.25,0.5,99.25,0,0,0,1796169728,91787264,3345772544,3156193280,2558,2942,0,0
2019/10/17 1:08,0.504,0.252,99.244,0,0,0,1796165632,91787264,3345776640,3156193280,9180,4691,0,40960
2019/10/17 1:08,0.754,0,99.246,0,0,0,1796317184,91787264,3345784832,3156033536,4743,3534,0,0
2019/10/17 1:08,0.251,0.251,98.995,0.503,0,0,1796313088,91787264,3345788928,3156033536,5645,7211,0,73728
2019/10/17 1:08,0.251,0.251,99.499,0,0,0,1796313088,91787264,3345788928,3156033536,4391,2152,0,0
2019/10/17 1:09,0.5,0.25,99.25,0,0,0,1796296704,91787264,3345788928,3156049920,4480,4445,0,0
2019/10/17 1:09,0.251,0,99.497,0,0,0.251,1796296704,91787264,3345788928,3156049920,3153,6165,0,0
2019/10/17 1:09,0.501,0.251,99.248,0,0,0,1796280320,91787264,3345788928,3156066304,4465,2226,0,8192
2019/10/17 1:09,0.251,0.251,99.248,0.251,0,0,1796120576,91787264,3345788928,3156226048,3112,1760,0,73728
2019/10/17 1:09,0.501,0.251,99.248,0,0,0,1796120576,91787264,3345788928,3156226048,2569,2224,0,0
2019/10/17 1:09,0.752,0.251,98.997,0,0,0,1796104192,91787264,3345788928,3156242432,4201,1919,0,0
2019/10/17 1:09,0.501,0.501,98.997,0,0,0,1796104192,91787264,3345788928,3156242432,4727,2908,0,16384
2019/10/17 1:09,0.251,0.251,99.499,0,0,0,1796071424,91787264,3345788928,3156275200,2909,1924,0,106496
2019/10/17 1:09,0.503,0.251,99.246,0,0,0,1795936256,91787264,3345797120,3156402176,5527,2570,0,0
2019/10/17 1:09,0.754,0.503,98.241,0.503,0,0,1796882432,91787264,3345797120,3155456000,5903,7150,0,32768
2019/10/17 1:09,0.5,0.25,99.25,0,0,0,1797001216,91787264,3345797120,3155337216,2587,1715,0,0
2019/10/17 1:09,0.251,0.251,99.497,0,0,0,1795952640,91787264,3345797120,3156385792,4201,1962,0,0
2019/10/17 1:09,0.251,0.251,99.499,0,0,0,1795952640,91787264,3345797120,3156385792,3112,1787,0,49152
2019/10/17 1:09,0.252,0.252,99.496,0,0,0,1795817472,91787264,3345797120,3156520960,3543,2330,0,16384
2019/10/17 1:09,0.251,0.251,99.248,0.251,0,0,1795817472,91787264,3345797120,3156520960,4243,1977,0,81920
2019/10/17 1:09,0.251,0.251,99.497,0,0,0,1795809280,91787264,3345797120,3156529152,3112,1803,0,0
