cpu process,memory process,recv,send,read,writ,time,input,output,binput,boutput
49,2338328576,12494168,18733,0,0,03-09 11:20:29,11960299,0,0,4096
51,2338320384,10471106,15533,0,43053056,03-09 11:20:30,10374403,0,0,4096
45,2338320384,10695534,149439,286720,0,03-09 11:20:31,10704798,0,286720,8192
51,2338320384,12493561,19035,0,0,03-09 11:20:32,12422852,0,286720,8192
45,2338320384,10309031,13727,0,0,03-09 11:20:33,10308324,0,286720,8192
48,2338320384,6850822,11479,0,0,03-09 11:20:34,7798065,53715910,0,53723136
47,2338320384,12014748,16177,0,49152,03-09 11:20:35,10902492,0,0,53723136
52,2338328576,12391628,17837,0,0,03-09 11:20:36,12422852,0,0,53723136
51,2337804288,9932335,16534,0,0,03-09 11:20:37,10837201,486,0,53723136
48,2337722368,1393,6589,12288,188162048,03-09 11:20:38,700,203080928,4096,203137024
56,2347155456,8042456,18811,53248,0,03-09 11:20:39,6948659,8909,53248,12288
87,2347155456,1317359,3362,114688,0,03-09 11:20:40,1453738,0,114688,0
54,2346307584,7994365,11927,12288,90112,03-09 11:20:41,7929480,0,12288,0
50,2338426880,10535064,15233,0,0,03-09 11:20:42,10440482,0,12288,0
49,2336325632,9786342,15084,0,21245952,03-09 11:20:43,9779692,0,12288,0
50,2334748672,10410553,15161,0,47616000,03-09 11:20:44,10440482,0,12288,0
49,2333708288,11394477,120237,278528,0,03-09 11:20:45,11233430,0,278528,8192
51,2333708288,11470110,16976,0,69632,03-09 11:20:46,11431667,0,278528,8192
50,2333716480,13053201,19795,0,0,03-09 11:20:47,13083642,0,278528,8192
49,2333720576,4803817,11655,4096,33722368,03-09 11:20:48,4758118,98396125,0,98418688
50,2333720576,12012907,17954,0,0,03-09 11:20:49,11960299,0,0,4096
50,2333720576,11074459,15731,0,0,03-09 11:20:50,10969114,0,0,4096
50,2333720576,11593982,16271,0,0,03-09 11:20:51,11563825,0,0,4096
51,2333716480,12090745,17868,0,57344,03-09 11:20:52,12158536,0,0,4096
53,2342686720,201121,2669,376832,98484224,03-09 11:20:53,1256142,93044988,98304,93069312
54,2342776832,10719067,23045,4096,0,03-09 11:20:54,9723674,8924,4096,12288
53,2342780928,9750096,15020,0,0,03-09 11:20:55,9647534,0,0,4096
50,2341208064,12410268,17471,0,0,03-09 11:20:56,12356773,0,0,4096
50,2333855744,11638735,16235,0,90112,03-09 11:20:57,11629904,0,0,4096
50,2333773824,4792710,12280,4096,93179904,03-09 11:20:58,4758120,98260021,0,98283520
46,2332196864,11114864,15103,0,0,03-09 11:20:59,11101272,0,0,4096
51,2330632192,9347971,14595,4096,0,03-09 11:21:00,10331616,361,4096,0
56,2334400512,8705554,155341,282624,0,03-09 11:21:01,7675552,9121,278528,12288
53,2334425088,10889646,17535,0,0,03-09 11:21:02,10836956,0,278528,12288
49,2334412800,11845925,17357,4096,21086208,03-09 11:21:03,11762062,0,278528,12288
50,2334408704,12174182,17766,0,43732992,03-09 11:21:04,12158536,0,278528,12288
50,2334425088,8745390,12809,0,0,03-09 11:21:05,8788507,46385608,0,46391296
50,2334425088,7383337,11360,0,33701888,03-09 11:21:06,7334967,51008033,0,51032064
51,2334420992,6771697,12456,12288,20971520,03-09 11:21:07,7736424,77184209,12288,77193216
15,2334420992,1061,9481,8192,110039040,03-09 11:21:08,634,47237614,4096,47251456
0,2334420992,163,889,0,81920,03-09 11:21:09,3771,345,4096,47251456
0,2334420992,272,1416,0,0,03-09 11:21:10,20187,345,0,4096
0,2334420992,295,1153,0,0,03-09 11:21:11,43,345,0,4096
0,2334420992,163,857,0,0,03-09 11:21:12,3771,345,0,4096
0,2334420992,272,1416,0,57360384,03-09 11:21:13,20188,345,0,12288
0,2334420992,163,889,1142784,0,03-09 11:21:14,2059,111,1142784,8192
0,2334420992,253,943,180224,40960,03-09 11:21:15,3771,345,1142784,8192
1,2334420992,272,1416,0,0,03-09 11:21:16,20188,345,0,4096
0,2334420992,295,2223,0,0,03-09 11:21:17,2,1204,0,4096
0,2334420992,463,1443,0,0,03-09 11:21:18,3771,345,0,4096
12,2337595392,48823,7369,5353472,0,03-09 11:21:19,321180,4439,5353472,8192
44,2341302272,75245,65801,23916544,0,03-09 11:21:20,21953596,57562,23523328,4096
80,2401284096,163,889,49520640,61440,03-09 11:21:21,49733632,0,49913856,0
94,2403180544,272,1440,0,0,03-09 11:21:22,20188,345,49913856,0
40,2415857664,4211,4166,40521728,67305472,03-09 11:21:23,40652752,127467638,40509440,127500288
46,2415972352,9653,7679,101724160,23052288,03-09 11:21:24,101575643,65627661,101851136,65650688
31,2416013312,9442,7130,59920384,41930752,03-09 11:21:25,60056352,7090,60051456,16384
11,2416013312,429,1316,16650240,93982720,03-09 11:21:26,16646344,58929898,16646144,58957824
46,2416558080,9399,6614,81719296,143360,03-09 11:21:27,81626228,7356,81719296,16384
45,2414714880,9850,10985,117383168,0,03-09 11:21:28,116439626,10929,116334592,8192
44,2424561664,9333,6571,103743488,0,03-09 11:21:29,104531926,7313,104529920,8192
49,2427449344,9399,6614,125063168,0,03-09 11:21:30,124218316,7356,124276736,8192
48,2427449344,9509,7048,121405440,25337856,03-09 11:21:31,121064249,7314,121012224,8192
32,2427449344,9465,7948,83185664,872448,03-09 11:21:32,83287887,7361,83316736,8192
48,2412883968,9334,6571,129839104,0,03-09 11:21:33,129978010,7316,129970176,12288
46,2412883968,9443,7173,125034496,0,03-09 11:21:34,124991142,7359,125034496,8192
48,2412883968,9399,6571,126332928,0,03-09 11:21:35,127189207,7741,127250432,8192
50,2412883968,18571,12253,97587200,0,03-09 11:21:36,97684707,13857,97587200,16384
49,2414350336,9575,7173,118378496,114688,03-09 11:21:37,117191919,7361,117198848,8192
50,2414366720,18870,16066,94855168,0,03-09 11:21:38,95240951,17903,95248384,20480
50,2414460928,27874,16310,85569536,0,03-09 11:21:39,85549652,21424,85569536,24576
54,2422190080,18720,14523,89759744,0,03-09 11:21:40,89827346,14527,89763840,16384
44,2422259712,9507,6571,63074304,0,03-09 11:21:41,89865019,7315,63549440,12288
44,2422259712,9506,4946,35090432,0,03-09 11:21:42,71190416,6938,35078144,8192
37,2422259712,272,3116,42242048,139264,03-09 11:21:43,85843968,421,42340352,0
29,2422689792,151724,74165,4022272,0,03-09 11:21:44,8641407,69700,4222976,28672
50,2422689792,18569,12253,53723136,0,03-09 11:21:45,52726016,14271,52674560,16384
49,2422689792,9508,7239,117260288,0,03-09 11:21:46,117679189,7352,117653504,8192
52,2422689792,9519,8543,113315840,0,03-09 11:21:47,113056098,7308,113053696,8192
48,2422689792,9633,10470,118419456,151552,03-09 11:21:48,118622398,11012,118681600,12288
52,2422689792,9508,7173,108285952,0,03-09 11:21:49,108243916,7352,108154880,8192
52,2422689792,9400,6571,110120960,0,03-09 11:21:50,109996793,7313,109989888,8192
49,2422689792,9797,6956,122929152,90112,03-09 11:21:51,121896719,7357,121937920,8192
53,2422771712,13265,10953,115834880,0,03-09 11:21:52,115662989,8989,115834880,8192
52,2422812672,9400,6571,109830144,0,03-09 11:21:53,110040678,7312,110092288,8192
51,2422812672,9399,6614,113614848,0,03-09 11:21:54,113524887,7357,113483776,12288
49,2422910976,18614,12855,89722880,0,03-09 11:21:55,89689187,14320,89591808,16384
62,2423115776,9442,6613,100286464,401408,03-09 11:21:56,100250799,7314,100286464,8192
48,2423115776,18636,12296,73588736,4096,03-09 11:21:57,73540111,14324,73588736,40960
54,2423230464,18980,16668,73388032,0,03-09 11:21:58,74437089,17591,74174464,16384
50,2423230464,27848,17935,67997696,0,03-09 11:21:59,72075671,21250,67997696,28672
45,2423230464,9441,6532,42229760,0,03-09 11:22:00,71826171,7357,42045440,8192
39,2423160832,9549,7130,37560320,237568,03-09 11:22:01,76547920,7314,37699584,8192
39,2423160832,9638,7948,36282368,151552,03-09 11:22:02,73645351,7009,36327424,8192
31,2423341056,125911,65189,0,0,03-09 11:22:03,147154,59655,0,20480
49,2423435264,18678,12812,85573632,0,03-09 11:22:04,84698652,14270,84918272,16384
49,2422927360,9375,6656,121843712,0,03-09 11:22:05,121512981,7352,121450496,8192
48,2422927360,9399,6614,118632448,0,03-09 11:22:06,119257378,7351,119209984,12288
49,2422956032,18612,12855,123473920,159744,03-09 11:22:07,123917090,14661,123944960,16384
48,2413502464,9700,10427,120610816,4096,03-09 11:22:08,119958433,10973,119955456,8192
49,2413502464,9399,6637,121937920,0,03-09 11:22:09,121863951,7314,121937920,8192
49,2398793728,9563,7811,124063744,0,03-09 11:22:10,124120666,7357,124063744,12288
50,2398793728,9866,7488,115720192,0,03-09 11:22:11,115750708,68257,115720192,81920
49,2396692480,9333,6614,121610240,0,03-09 11:22:12,121544855,7357,121610240,8192
51,2378829824,18614,12812,86577152,110592,03-09 11:22:13,86158435,14277,86052864,16384
48,2378829824,9400,6614,123506688,0,03-09 11:22:14,123737263,7357,123748352,8192
49,2374103040,18504,12296,90234880,0,03-09 11:22:15,89989647,14323,89972736,20480
49,2374103040,37088,24176,65261568,0,03-09 11:22:16,66664279,27867,66441216,32768
48,2353090560,9638,7905,88772608,684032,03-09 11:22:17,95413113,7315,88117248,28672
40,2353090560,9807,10345,36106240,192512,03-09 11:22:18,71818147,10974,36442112,16384
40,2352566272,9549,7173,32899072,0,03-09 11:22:19,67045200,7357,33075200,12288
40,2352566272,9506,6571,29290496,0,03-09 11:22:20,59800871,6966,29433856,8192
11,2352566272,9573,10453,0,0,03-09 11:22:21,9148,12092,0,16384
25,2352566272,123125,59116,188416,0,03-09 11:22:22,555349,52040,188416,12288
49,2334703616,18503,12296,116715520,122880,03-09 11:22:23,115738403,14242,115929088,16384
49,2332078080,9399,6571,118554624,0,03-09 11:22:24,118577442,7727,118554624,8192
50,2332078080,9508,7173,129036288,0,03-09 11:22:25,128444310,7352,128512000,8192
49,2317893632,9333,6614,130830336,0,03-09 11:22:26,131361676,7352,131223552,8192
49,2315792384,9400,6571,133058560,0,03-09 11:22:27,133139193,7313,133189632,12288
50,2315792384,18979,15000,135901184,98304,03-09 11:22:28,136523217,17867,136327168,16384
50,2298982400,9932,9156,123977728,0,03-09 11:22:29,123320116,127690,123551744,139264
49,2298982400,9333,6614,127639552,0,03-09 11:22:30,127008919,7778,126984192,12288
50,2299236352,18614,12812,99815424,0,03-09 11:22:31,100453475,14277,100339712,16384
48,2288250880,9532,8014,121651200,0,03-09 11:22:32,121697455,7357,121782272,8192
49,2288250880,18558,12891,89055232,163840,03-09 11:22:33,88744463,14279,88662016,16384
50,2288250880,29447,17025,92786688,0,03-09 11:22:34,94147592,20942,93966336,24576
48,2288250880,18677,13921,85757952,0,03-09 11:22:35,91915848,14282,84447232,20480
40,2279321600,9573,6893,41406464,0,03-09 11:22:36,79682299,7314,42274816,8192
39,2279395328,9549,7173,39694336,0,03-09 11:22:37,80750416,7357,39841792,8192
32,2279395328,19084,19948,20209664,139264,03-09 11:22:38,41746827,22679,20504576,24576
41,2279530496,136827,67339,38522880,0,03-09 11:22:39,37421348,61829,37474304,20480
49,2279530496,9442,7173,132067328,0,03-09 11:22:40,130106389,7352,130101248,8192
50,2270072832,9399,6614,121839616,0,03-09 11:22:41,124074274,7351,124059648,12288
49,2270072832,9375,6613,125759488,0,03-09 11:22:42,125011862,7309,124973056,8192
50,2270171136,9442,7173,126636032,0,03-09 11:22:43,127462284,7352,127553536,8192
49,2263343104,18504,12296,127987712,172032,03-09 11:22:44,127805960,14670,127725568,16384
49,2263343104,9334,6571,135598080,0,03-09 11:22:45,135818842,7314,135860224,8192
49,2263490560,10041,8326,114937856,0,03-09 11:22:46,114923316,127673,114806784,143360
49,2263490560,9465,7948,116105216,57344,03-09 11:22:47,115769495,7357,115843072,28672
51,2262966272,18871,16152,79368192,0,03-09 11:22:48,79678731,17981,79630336,16384
49,2262966272,9509,7130,108675072,143360,03-09 11:22:49,108868783,7314,108937216,8192
49,2262966272,18570,12253,90759168,0,03-09 11:22:50,90841615,13859,90759168,20480
49,2263031808,18505,12253,100782080,0,03-09 11:22:51,101511481,14355,101306368,16384
48,2263080960,27891,18494,79306752,327680,03-09 11:22:52,83691927,21250,78520320,28672
40,2262028288,9441,6571,45522944,0,03-09 11:22:53,83786491,7314,46161920,8192
39,2262073344,9440,6614,41349120,180224,03-09 11:22:54,83552080,7357,41177088,16384
34,2262073344,19025,16784,20889600,0,03-09 11:22:55,43073763,19058,21209088,24576
8,2262073344,115152,54929,8192,0,03-09 11:22:56,136732,46312,8192,4096
49,2262073344,18569,12253,75743232,49152,03-09 11:22:57,74933788,14274,75087872,16384
49,2262073344,9742,10986,122630144,0,03-09 11:22:58,122578109,10971,122630144,8192
49,2260500480,9333,6571,127598592,159744,03-09 11:22:59,127703330,7310,127598592,8192
49,2260672512,18713,12296,123551744,0,03-09 11:23:00,124171042,14665,124207104,16384
49,2260672512,9587,7173,127815680,0,03-09 11:23:01,127134457,7358,127160320,12288
48,2260672512,9531,7905,120889344,188416,03-09 11:23:02,120962831,7316,120889344,8192
49,2260680704,9334,6614,111845376,0,03-09 11:23:03,111791706,7357,111874048,8192
49,2260680704,9975,8004,103923712,0,03-09 11:23:04,103896820,127671,103792640,139264
50,2260680704,9333,6571,117153792,143360,03-09 11:23:05,117096567,7316,117153792,12288
48,2260680704,18396,10151,97587200,0,03-09 11:23:06,97602595,14322,97587200,16384
49,2260684800,9575,7452,126455808,73728,03-09 11:23:07,134844559,7316,126455808,8192
49,2260684800,18870,16109,103079936,0,03-09 11:23:08,102883927,17944,102817792,16384
49,2261471232,46190,29299,66162688,0,03-09 11:23:09,66624048,34771,66686976,45056
45,2261471232,9616,7173,96239616,151552,03-09 11:23:10,112581339,7779,96378880,8192
38,2261471232,9506,6650,41078784,0,03-09 11:23:11,83322672,6895,41127936,8192
38,2261471232,163,2222,40747008,65536,03-09 11:23:12,82542592,421,40685568,0
21,2261479424,19025,13134,6406144,0,03-09 11:23:13,13656195,19106,6664192,24576
16,2261569536,124159,62007,135168,0,03-09 11:23:14,146809,53319,135168,12288
49,2261606400,9333,6571,110739456,0,03-09 11:23:15,109175534,7310,109297664,8192
49,2261606400,18744,12812,111947776,126976,03-09 11:23:16,112778487,14204,112865280,16384
48,2261606400,9531,7948,111480832,245760,03-09 11:23:17,111535990,7354,111472640,28672
49,2261606400,9777,12161,110120960,0,03-09 11:23:18,109898740,10971,109858816,12288
49,2261614592,9539,6185,114446336,0,03-09 11:23:19,115198681,7776,115232768,8192
49,2261614592,9333,6571,123510784,0,03-09 11:23:20,122822383,7316,122855424,8192
50,2261614592,9400,6571,123146240,122880,03-09 11:23:21,123186746,7314,123146240,8192
51,2261655552,9975,9715,116113408,73728,03-09 11:23:22,115963638,127708,115982336,143360
49,2261925888,9399,4903,120037376,0,03-09 11:23:23,120815735,7316,120823808,8192
48,2262171648,18505,12296,97193984,0,03-09 11:23:24,96431139,14322,96407552,16384
49,2262171648,9509,7130,128466944,0,03-09 11:23:25,128603279,7317,128598016,8192
49,2262171648,18570,12253,100589568,143360,03-09 11:23:26,100630991,14284,100589568,20480
49,2262347776,46256,29260,72192000,401408,03-09 11:23:27,71629360,35235,71536640,45056
43,2262347776,9928,10943,83623936,0,03-09 11:23:28,106814307,10932,84680704,8192
39,2262921216,9506,6614,41156608,0,03-09 11:23:29,83142448,7359,41136128,12288
35,2262921216,163,2557,40472576,0,03-09 11:23:30,81952768,0,40361984,0
45,2262921216,152413,79836,16441344,192512,03-09 11:23:31,17317056,79730,15908864,45056
48,2265186304,9531,8305,127086592,49152,03-09 11:23:32,127386613,7311,127348736,8192
49,2265186304,9333,6214,134021120,0,03-09 11:23:33,133830914,7353,133890048,8192
48,2265743360,9442,7130,130084864,0,03-09 11:23:34,130172790,7311,130215936,8192
49,2265743360,9399,6614,128864256,0,03-09 11:23:35,129002348,7354,128995328,8192
49,2265743360,18570,12253,121303040,118784,03-09 11:23:36,121137608,14210,121040896,20480
50,2276085760,9443,7173,119738368,180224,03-09 11:23:37,119655994,7357,119607296,8192
49,2276085760,10232,12926,116899840,0,03-09 11:23:38,116619134,131700,116637696,139264
49,2279059456,9399,5225,116891648,0,03-09 11:23:39,117293175,7316,117284864,8192
49,2279059456,18680,12855,94703616,0,03-09 11:23:40,94727203,14322,94703616,20480
49,2279190528,9400,8305,117981184,0,03-09 11:23:41,118019215,7316,118112256,8192
49,2292465664,18558,10996,89841664,221184,03-09 11:23:42,89883087,13906,89841664,16384
49,2292465664,9509,7130,106024960,0,03-09 11:23:43,106909194,7390,106680320,8192
48,2292465664,37019,23617,67854336,0,03-09 11:23:44,71265318,28223,67612672,36864
40,2293317632,9585,6571,52101120,0,03-09 11:23:45,86014683,7315,52088832,8192
39,2293317632,9615,7252,39907328,0,03-09 11:23:46,81061680,7359,39911424,8192
41,2293366784,18982,15242,27205632,253952,03-09 11:23:47,55771267,19064,27455488,45056
17,2293538816,143918,69227,0,0,03-09 11:23:48,162397,59200,0,12288
50,2293538816,9442,8798,110084096,0,03-09 11:23:49,109282030,7310,109428736,8192
49,2307309568,18569,10628,113913856,0,03-09 11:23:50,113818871,14246,113913856,20480
49,2307309568,9333,6571,132313088,0,03-09 11:23:51,132114294,7729,132050944,8192
49,2308120576,9508,7173,127553536,176128,03-09 11:23:52,127642476,7354,127684608,8192
49,2308120576,9334,6650,130699264,0,03-09 11:23:53,130837209,7315,130830336,8192
49,2319527936,9333,6492,126656512,0,03-09 11:23:54,126877423,7316,126787584,8192
48,2321457152,18680,12855,130600960,0,03-09 11:23:55,130786432,14250,130732032,20480
50,2321645568,9973,7487,118120448,0,03-09 11:23:56,117899559,128088,117989376,139264
48,2322219008,18571,12296,107679744,327680,03-09 11:23:57,107277347,13907,107286528,16384
49,2322219008,9809,10943,132399104,0,03-09 11:23:58,132535575,11357,132530176,12288
47,2322219008,18636,12253,111075328,0,03-09 11:23:59,111149519,14290,111075328,16384
49,2335592448,46388,29342,83202048,0,03-09 11:24:00,83081776,34829,83070976,40960
45,2335678464,9550,7209,94359552,0,03-09 11:24:01,111901403,7739,94986240,8192
37,2335678464,9638,7905,41103360,471040,03-09 11:24:02,83330864,6898,41127936,16384
39,2336288768,163,2478,41897984,0,03-09 11:24:03,84541440,421,41701376,0
16,2336288768,18959,16803,4481024,0,03-09 11:24:04,10174595,19114,4943872,24576
4,2336288768,87099,45818,0,0,03-09 11:24:05,109865,38165,4943872,24576
11,2336612352,17329,23127,290816,0,03-09 11:24:06,11862,12818,290816,0
40,2356682752,45099,6169,17522688,0,03-09 11:24:07,13148327,13150705,13639680,4096
51,2387832832,463,4702,10616832,585728,03-09 11:24:08,10895360,10903035,10878976,0
49,2432966656,163,889,11665408,0,03-09 11:24:09,11227136,11233430,11403264,0
49,2434588672,272,1448,11534336,0,03-09 11:24:10,11694123,11696410,11534336,0
50,2434588672,163,889,11141120,0,03-09 11:24:11,11423744,11431667,11403264,0
49,2434588672,163,889,11141120,0,03-09 11:24:12,10964992,10969114,11141120,0
50,2434588672,272,1448,11010048,12288,03-09 11:24:13,11030571,11035620,11010048,0
50,2431397888,163,889,11665408,0,03-09 11:24:14,11624448,11629904,11665408,0
51,2429505536,163,889,11927552,0,03-09 11:24:15,11821056,11828141,11665408,0
49,2429509632,338,1770,12865536,0,03-09 11:24:16,12947499,12951911,12865536,0
50,2429526016,361,1087,12320768,643072,03-09 11:24:17,12349440,12356773,12320768,8192
50,2429526016,463,5970,5505024,0,03-09 11:24:18,6139911,6144835,5767168,0
75,2430951424,11456,8947,10477568,36864,03-09 11:24:19,8724774,8724154,9449472,12288
49,2430951424,163,889,12845056,0,03-09 11:24:20,12681216,12687168,12713984,0
51,2430951424,163,889,12976128,0,03-09 11:24:21,12746752,12753247,12713984,0
50,2430951424,272,1448,11796480,0,03-09 11:24:22,12087339,12092884,12058624,0
50,2430951424,163,889,11665408,0,03-09 11:24:23,11558912,11563825,11665408,0
50,2430951424,163,889,11927552,57344,03-09 11:24:24,11689984,11695983,11665408,0
50,2431463424,272,1448,12320768,0,03-09 11:24:25,12615723,12621516,12582912,0
50,2431463424,163,889,12189696,0,03-09 11:24:26,12218368,12224615,12189696,0
